"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.889621726E0,-3.363250732E0,8.539764404E0,3.934692383E0,9.986032031E0
9.892096726E0,-3.373962402E0,8.543060303E0,3.912536621E0,9.983759034E0
9.894571726E0,-3.387969971E0,8.532470703E0,3.904174805E0,9.976170494E0
9.897046726E0,-3.384552002E0,8.500732422E0,3.893493652E0,9.943688289E0
9.899571726E0,-3.345001221E0,8.461578369E0,3.887451172E0,9.894423595E0
9.902046726E0,-3.303344727E0,8.412811279E0,3.882263184E0,9.836638015E0
9.904521726E0,-3.245056152E0,8.380432129E0,3.889801025E0,9.792475893E0
9.906997820E0,-3.188903809E0,8.356353760E0,3.882781982E0,9.750576987E0
9.909472820E0,-3.143646240E0,8.333251953E0,3.881072998E0,9.715365532E0
9.911947820E0,-3.084381104E0,8.299377441E0,3.901519775E0,9.675480829E0
9.914422820E0,-3.025085449E0,8.274719238E0,3.908996582E0,9.638587797E0
9.916947820E0,-2.968139648E0,8.264892578E0,3.913970947E0,9.614440747E0
9.919422820E0,-2.932708740E0,8.254119873E0,3.920196533E0,9.596833660E0
9.921897820E0,-2.899688721E0,8.249877930E0,3.950317383E0,9.595503528E0
9.924386257E0,-2.896636963E0,8.241088867E0,3.972045898E0,9.595999168E0
9.926861257E0,-2.880828857E0,8.229522705E0,4.020416260E0,9.601456440E0
9.929336257E0,-2.877044678E0,8.236816406E0,4.069732666E0,9.627318140E0
9.931811257E0,-2.890411377E0,8.257476807E0,4.117065430E0,9.669055222E0
9.934322143E0,-2.905364990E0,8.280456543E0,4.170288086E0,9.715884366E0
9.936797143E0,-2.925903320E0,8.293090820E0,4.223785400E0,9.755850998E0
9.939272143E0,-2.961853027E0,8.315551758E0,4.268859863E0,9.805311771E0
9.941747143E0,-2.975036621E0,8.322662354E0,4.315795898E0,9.835834778E0
9.944272143E0,-2.984375000E0,8.341400146E0,4.377075195E0,9.881509895E0
9.946747143E0,-3.000823975E0,8.364562988E0,4.408447266E0,9.919942833E0
9.949222143E0,-3.004608154E0,8.365325928E0,4.456756592E0,9.943290570E0
9.951708393E0,-3.014434814E0,8.367553711E0,4.481994629E0,9.959470278E0
9.954183393E0,-3.006225586E0,8.362060547E0,4.508331299E0,9.964261135E0
9.956658393E0,-3.007415771E0,8.366485596E0,4.539703369E0,9.982561672E0
9.959133393E0,-2.994964600E0,8.370178223E0,4.573028564E0,9.997113918E0
9.961658393E0,-2.988677979E0,8.370788574E0,4.579315186E0,9.998621154E0
9.964133393E0,-2.982086182E0,8.369049072E0,4.594299316E0,1.000207011E1
9.966608393E0,-2.978698730E0,8.363006592E0,4.616149902E0,1.000606643E1
9.969096518E0,-2.965759277E0,8.383850098E0,4.630554199E0,1.002630055E1
9.971571518E0,-2.945098877E0,8.396057129E0,4.644256592E0,1.003675754E1
9.974046518E0,-2.944702148E0,8.401184082E0,4.652832031E0,1.004489973E1
9.976521518E0,-2.930328369E0,8.404724121E0,4.644622803E0,1.003985721E1
9.979046518E0,-2.903930664E0,8.405090332E0,4.646423340E0,1.003332481E1
9.981521518E0,-2.871063232E0,8.419921875E0,4.641082764E0,1.003382966E1
9.983996518E0,-2.855010986E0,8.436737061E0,4.627441406E0,1.003707298E1
9.986484278E0,-2.836578369E0,8.448547363E0,4.607513428E0,1.003261229E1
9.988959278E0,-2.815338135E0,8.452850342E0,4.580352783E0,1.001780611E1
9.991434278E0,-2.783966064E0,8.460998535E0,4.562133789E0,1.000759851E1
9.993909278E0,-2.735839844E0,8.482177734E0,4.535766602E0,1.000026687E1
9.996434278E0,-2.693237305E0,8.489288330E0,4.533843994E0,9.993862361E0
9.998909278E0,-2.658416748E0,8.499481201E0,4.516784668E0,9.985474652E0
1.000138428E1,-2.599975586E0,8.492126465E0,4.532470703E0,9.970926517E0
1.000387032E1,-2.528625488E0,8.482238770E0,4.528198242E0,9.942177866E0
1.000634532E1,-2.462127686E0,8.472778320E0,4.544250488E0,9.924729604E0
1.000882032E1,-2.398498535E0,8.443939209E0,4.559204102E0,9.891372333E0
1.001129532E1,-2.331115723E0,8.422668457E0,4.566802979E0,9.860584866E0
1.001382032E1,-2.284790039E0,8.393524170E0,4.588317871E0,9.834844910E0
1.001629532E1,-2.238647461E0,8.376007080E0,4.594635010E0,9.812222375E0
1.001877032E1,-2.183624268E0,8.365570068E0,4.596038818E0,9.791555052E0
1.002125412E1,-2.159332275E0,8.357147217E0,4.573944092E0,9.768602256E0
1.002372912E1,-2.129760742E0,8.347503662E0,4.575439453E0,9.754555059E0
1.002620412E1,-2.112060547E0,8.337921143E0,4.554779053E0,9.732817729E0
1.002867912E1,-2.090728760E0,8.343963623E0,4.535034180E0,9.724166324E0
1.003120412E1,-2.083618164E0,8.342132568E0,4.513854980E0,9.711206270E0
1.003367912E1,-2.067504883E0,8.349487305E0,4.488525391E0,9.702338629E0
1.003615412E1,-2.070312500E0,8.351226807E0,4.464416504E0,9.693306853E0
1.003863865E1,-2.067321777E0,8.335662842E0,4.459808350E0,9.677137224E0
1.004111365E1,-2.071594238E0,8.320800781E0,4.473754883E0,9.671696391E0
1.004358865E1,-2.079711914E0,8.317626953E0,4.474822998E0,9.671202647E0
1.004606365E1,-2.065429688E0,8.311065674E0,4.475067139E0,9.662610327E0
1.004858865E1,-2.047821045E0,8.313629150E0,4.478881836E0,9.662835152E0
1.005106365E1,-2.045532227E0,8.318481445E0,4.507507324E0,9.679822205E0
1.005353865E1,-2.041534424E0,8.319915771E0,4.526580811E0,9.689107032E0
1.005602673E1,-2.016998291E0,8.333618164E0,4.544433594E0,9.704089370E0
1.005855173E1,-2.009826660E0,8.341644287E0,4.531738281E0,9.703560402E0
1.006102673E1,-2.002166748E0,8.375701904E0,4.505767822E0,9.719207671E0
1.006350173E1,-1.999450684E0,8.392456055E0,4.477935791E0,9.720238197E0
1.006597673E1,-2.015502930E0,8.427581787E0,4.467864990E0,9.749266865E0
1.006845173E1,-2.046081543E0,8.476745605E0,4.446197510E0,9.788275539E0
1.007092673E1,-2.046508789E0,8.510559082E0,4.420898438E0,9.806230525E0
1.007340173E1,-2.027465820E0,8.534423828E0,4.389526367E0,9.808921932E0
1.007592673E1,-2.009338379E0,8.535644531E0,4.347991943E0,9.787732231E0
1.007840173E1,-1.995880127E0,8.546173096E0,4.331420898E0,9.786818638E0
1.008087673E1,-1.995697021E0,8.569702148E0,4.317291260E0,9.801102251E0
1.008335173E1,-1.998260498E0,8.594573975E0,4.319610596E0,9.824397311E0
1.008587673E1,-1.990905762E0,8.624938965E0,4.307952881E0,9.844375852E0
1.008835173E1,-1.978027344E0,8.629486084E0,4.295501709E0,9.840323022E0
1.009082673E1,-1.986694336E0,8.642517090E0,4.271301270E0,9.842970617E0
1.009330173E1,-2.017303467E0,8.664489746E0,4.266357422E0,9.866341849E0
1.009577673E1,-2.058959961E0,8.709320068E0,4.260131836E0,9.911624258E0
1.009825173E1,-2.080078125E0,8.746093750E0,4.233673096E0,9.937045274E0
1.010072673E1,-2.085296631E0,8.759307861E0,4.210327148E0,9.939858698E0
1.010322610E1,-2.075042725E0,8.773437500E0,4.174346924E0,9.934997741E0
1.010570110E1,-2.050567627E0,8.774444580E0,4.134063721E0,9.913939082E0
1.010817610E1,-2.038238525E0,8.763244629E0,4.104858398E0,9.889324304E0
1.011065110E1,-2.011260986E0,8.765045166E0,4.069305420E0,9.870685595E0
1.011317610E1,-1.957092285E0,8.760437012E0,4.019500732E0,9.835235279E0
1.011565110E1,-1.888854980E0,8.745300293E0,3.983764648E0,9.793795542E0
1.011812610E1,-1.822479248E0,8.739929199E0,3.956359863E0,9.765274005E0
1.012061475E1,-1.752502441E0,8.735839844E0,3.928527832E0,9.737530155E0
1.012308975E1,-1.680023193E0,8.721069336E0,3.896728516E0,9.698660805E0
1.012556475E1,-1.626251221E0,8.703826904E0,3.873687744E0,9.664716889E0
1.012803975E1,-1.559692383E0,8.700897217E0,3.845611572E0,9.639864162E0
1.013056475E1,-1.490875244E0,8.669158936E0,3.827423096E0,9.593028364E0
1.013303975E1,-1.446228027E0,8.659881592E0,3.819519043E0,9.574646229E0
1.013551475E1,-1.405456543E0,8.654510498E0,3.808319092E0,9.559244445E0
1.013800225E1,-1.383178711E0,8.659942627E0,3.805511475E0,9.559796401E0
1.014047725E1,-1.371887207E0,8.665100098E0,3.801452637E0,9.561227764E0
1.014295225E1,-1.369842529E0,8.683044434E0,3.789825439E0,9.572591397E0
1.014542725E1,-1.355346680E0,8.706146240E0,3.792938232E0,9.592722628E0
1.014795225E1,-1.353576660E0,8.741821289E0,3.796112061E0,9.626114273E0
1.015042725E1,-1.339843750E0,8.793426514E0,3.793670654E0,9.670132789E0
1.015290225E1,-1.353271484E0,8.828735352E0,3.784393311E0,9.700491964E0
1.015539084E1,-1.350677490E0,8.857818604E0,3.788818359E0,9.728331031E0
1.015791584E1,-1.348846436E0,8.887145996E0,3.788208008E0,9.754551275E0
1.016039084E1,-1.333221436E0,8.908294678E0,3.793548584E0,9.773750781E0
1.016286584E1,-1.312072754E0,8.915893555E0,3.836700439E0,9.794639506E0
1.016534084E1,-1.298187256E0,8.925994873E0,3.858062744E0,9.810368126E0
1.016781584E1,-1.267181396E0,8.924255371E0,3.881164551E0,9.813843329E0
1.017029084E1,-1.261077881E0,8.921081543E0,3.930084229E0,9.829627427E0
1.017276584E1,-1.224945068E0,8.914764404E0,3.989807129E0,9.843377252E0
1.017529084E1,-1.208129883E0,8.913024902E0,4.036132812E0,9.858598217E0
1.017776584E1,-1.190948486E0,8.902435303E0,4.071929932E0,9.861659393E0
1.018024084E1,-1.189086914E0,8.881469727E0,4.110534668E0,9.858545909E0
1.018271584E1,-1.181488037E0,8.881225586E0,4.130249023E0,9.865649441E0
1.018519084E1,-1.173095703E0,8.878967285E0,4.157592773E0,9.874096984E0
1.018766584E1,-1.176025391E0,8.862792969E0,4.191040039E0,9.874054463E0
1.019014084E1,-1.165985107E0,8.856323242E0,4.191162109E0,9.867108111E0
1.019266584E1,-1.183929443E0,8.846862793E0,4.177337646E0,9.854888128E0
1.019514084E1,-1.191955566E0,8.853637695E0,4.162628174E0,9.855715693E0
1.019761584E1,-1.192443848E0,8.854522705E0,4.144165039E0,9.848786653E0
1.020009678E1,-1.170227051E0,8.874298096E0,4.103790283E0,9.847014407E0
1.020257178E1,-1.158569336E0,8.886383057E0,4.042480469E0,9.831161431E0
1.020504678E1,-1.154663086E0,8.904876709E0,3.986511230E0,9.824578761E0
1.020752178E1,-1.165313721E0,8.929595947E0,3.906433105E0,9.816102050E0
1.021004678E1,-1.188537598E0,8.966766357E0,3.830169678E0,9.822714507E0
1.021252178E1,-1.189575195E0,9.010925293E0,3.749786377E0,9.832230757E0
1.021499678E1,-1.194885254E0,9.055816650E0,3.663970947E0,9.841760466E0
1.021748272E1,-1.215301514E0,9.100585938E0,3.598052979E0,9.861217339E0
1.021995772E1,-1.243499756E0,9.151245117E0,3.560363770E0,9.897866892E0
1.022243272E1,-1.283172607E0,9.184875488E0,3.527557373E0,9.922304707E0
1.022490772E1,-1.315307617E0,9.207672119E0,3.489532471E0,9.934188283E0
1.022743272E1,-1.307342529E0,9.235382080E0,3.481811523E0,9.956125659E0
1.022990772E1,-1.303466797E0,9.247833252E0,3.493743896E0,9.971343538E0
1.023238272E1,-1.285339355E0,9.247833252E0,3.516235352E0,9.976894715E0
1.023485772E1,-1.279937744E0,9.236236572E0,3.555084229E0,9.979224946E0
1.023738272E1,-1.248687744E0,9.216064453E0,3.582489014E0,9.966408211E0
1.023985772E1,-1.207763672E0,9.185180664E0,3.609436035E0,9.942548235E0
1.024233272E1,-1.149322510E0,9.153625488E0,3.648834229E0,9.920876627E0
1.024480772E1,-1.079132080E0,9.122558594E0,3.681854248E0,9.896547481E0
1.024728272E1,-1.030578613E0,9.080322266E0,3.697601318E0,9.858326442E0
1.024975772E1,-9.630737305E-1,9.031463623E0,3.684448242E0,9.801530750E0
1.025223272E1,-8.916625977E-1,8.985321045E0,3.671813965E0,9.747475276E0
1.025475772E1,-8.118286133E-1,8.935455322E0,3.639556885E0,9.682344852E0
1.025723272E1,-7.548828125E-1,8.880401611E0,3.611663818E0,9.616418064E0
1.025970772E1,-7.026977539E-1,8.833282471E0,3.562255859E0,9.550409947E0
1.026218272E1,-6.569824219E-1,8.801849365E0,3.502227783E0,9.495776830E0
1.026470772E1,-6.174011230E-1,8.758758545E0,3.442749023E0,9.431307239E0
1.026718272E1,-5.940551758E-1,8.717468262E0,3.386535645E0,9.371007316E0
1.026965772E1,-5.808410645E-1,8.694610596E0,3.342254639E0,9.332968221E0
1.027213272E1,-5.921325684E-1,8.677307129E0,3.285675049E0,9.297415798E0
1.027460772E1,-6.136474609E-1,8.648529053E0,3.244567871E0,9.257474745E0
1.027708272E1,-6.330261230E-1,8.638092041E0,3.206298828E0,9.235675847E0
1.027955772E1,-6.521301270E-1,8.630249023E0,3.179016113E0,9.220228596E0
1.028208272E1,-6.813964844E-1,8.627990723E0,3.161071777E0,9.214059901E0
1.028455772E1,-7.221069336E-1,8.639465332E0,3.161590576E0,9.228079682E0
1.028703272E1,-7.395019531E-1,8.644622803E0,3.152984619E0,9.231342186E0
1.028951579E1,-7.537536621E-1,8.643798828E0,3.146514893E0,9.229515628E0
1.029199079E1,-7.645263672E-1,8.656188965E0,3.158905029E0,9.246231067E0
1.029446579E1,-7.623291016E-1,8.683898926E0,3.157592773E0,9.271549942E0
1.029694079E1,-7.679443359E-1,8.702575684E0,3.153625488E0,9.288159977E0
1.029946579E1,-7.778625488E-1,8.719970703E0,3.134948730E0,9.298971059E0
1.030194079E1,-7.689514160E-1,8.720520020E0,3.101745605E0,9.287603646E0
1.030441579E1,-7.492065430E-1,8.716644287E0,3.054412842E0,9.266641025E0
1.030690746E1,-7.419738770E-1,8.717529297E0,3.005798340E0,9.250981890E0
1.030938246E1,-7.262268066E-1,8.717956543E0,2.947326660E0,9.231300347E0
1.031185746E1,-7.062377930E-1,8.710937500E0,2.885772705E0,9.203634502E0
1.031433246E1,-6.870727539E-1,8.688690186E0,2.833831787E0,9.164933644E0
1.031685746E1,-6.581115723E-1,8.684661865E0,2.775360107E0,9.141065927E0
1.031933246E1,-6.352539062E-1,8.665863037E0,2.718566895E0,9.104467896E0
1.032180746E1,-6.289062500E-1,8.659301758E0,2.671813965E0,9.083920952E0
1.032429803E1,-6.144714355E-1,8.653900146E0,2.636322021E0,9.067400768E0
1.032677303E1,-5.916748047E-1,8.652954102E0,2.614105225E0,9.058545131E0
1.032924803E1,-5.680847168E-1,8.644989014E0,2.609008789E0,9.047954584E0
1.033172303E1,-5.496520996E-1,8.626007080E0,2.586883545E0,9.022310239E0
1.033423449E1,-5.264282227E-1,8.635894775E0,2.568542480E0,9.025143529E0
1.033670949E1,-4.971008301E-1,8.620758057E0,2.563415527E0,9.007534506E0
1.033918449E1,-4.636230469E-1,8.621093750E0,2.582489014E0,9.011517812E0
1.034165949E1,-4.123535156E-1,8.625518799E0,2.592193604E0,9.016045566E0
1.034418449E1,-3.926391602E-1,8.624389648E0,2.595306396E0,9.014980733E0
1.034665949E1,-3.715209961E-1,8.632110596E0,2.600646973E0,9.023010909E0
1.034913449E1,-3.703918457E-1,8.654907227E0,2.611480713E0,9.047897034E0
1.035161532E1,-3.727722168E-1,8.688018799E0,2.630218506E0,9.085080031E0
1.035409032E1,-3.840332031E-1,8.704345703E0,2.656188965E0,9.108702182E0
1.035656532E1,-4.040222168E-1,8.731597900E0,2.678802490E0,9.142210817E0
1.035904032E1,-4.335937500E-1,8.755950928E0,2.691802979E0,9.170631574E0
1.036156532E1,-4.701538086E-1,8.769714355E0,2.719757080E0,9.193802970E0
1.036404032E1,-4.871520996E-1,8.776000977E0,2.746551514E0,9.208640265E0
1.036651532E1,-4.996643066E-1,8.778289795E0,2.766021729E0,9.217315897E0
1.036899959E1,-5.247497559E-1,8.780853271E0,2.775939941E0,9.224130801E0
1.037147459E1,-5.419311523E-1,8.766906738E0,2.794860840E0,9.217569650E0
1.037394959E1,-5.556335449E-1,8.760742188E0,2.786315918E0,9.209934240E0
1.037642459E1,-5.494079590E-1,8.762542725E0,2.777099609E0,9.208489906E0
1.037894959E1,-5.467834473E-1,8.756195068E0,2.758666992E0,9.196747674E0
1.038142459E1,-5.355834961E-1,8.761993408E0,2.739807129E0,9.195973101E0
1.038389959E1,-5.225830078E-1,8.768890381E0,2.716400146E0,9.194855152E0
1.038638344E1,-5.321655273E-1,8.780731201E0,2.689880371E0,9.198907380E0
1.038885844E1,-5.252990723E-1,8.787933350E0,2.654205322E0,9.195026784E0
1.039133344E1,-5.172119141E-1,8.799102783E0,2.605895996E0,9.191431439E0
1.039380845E1,-4.938659668E-1,8.809112549E0,2.577423096E0,9.191706985E0
1.039633344E1,-4.949340820E-1,8.808868408E0,2.536834717E0,9.180231629E0
1.039880844E1,-4.821777344E-1,8.811492920E0,2.490631104E0,9.169413620E0
1.040128344E1,-4.816589355E-1,8.809753418E0,2.446868896E0,9.155922565E0
1.040376860E1,-4.911193848E-1,8.810241699E0,2.397247314E0,9.143760262E0
1.040624360E1,-4.789733887E-1,8.813476562E0,2.339782715E0,9.131339868E0
1.040871860E1,-4.691467285E-1,8.801391602E0,2.294464111E0,9.107642853E0
1.041119360E1,-4.529724121E-1,8.813781738E0,2.249755859E0,9.107652495E0
1.041371860E1,-4.454956055E-1,8.819091797E0,2.212371826E0,9.103265104E0
1.041619360E1,-4.286193848E-1,8.831665039E0,2.178131104E0,9.106386607E0
1.041866860E1,-4.207153320E-1,8.855316162E0,2.153747559E0,9.123171283E0
1.042115167E1,-4.049072266E-1,8.877166748E0,2.138244629E0,9.140028962E0
1.042367667E1,-3.748779297E-1,8.903869629E0,2.126098633E0,9.161862432E0
1.042615167E1,-3.604431152E-1,8.933959961E0,2.134185791E0,9.192404953E0
1.042862667E1,-3.394470215E-1,8.970245361E0,2.147308350E0,9.229921954E0
1.043110167E1,-3.264465332E-1,8.995727539E0,2.168365479E0,9.259130097E0
1.043362667E1,-3.027954102E-1,9.022918701E0,2.179016113E0,9.287241688E0
1.043610167E1,-2.826843262E-1,9.053680420E0,2.199615479E0,9.321338307E0
1.043857667E1,-2.688598633E-1,9.071685791E0,2.239898682E0,9.347989881E0
1.044105167E1,-2.512207031E-1,9.089721680E0,2.252105713E0,9.367931052E0
1.044352667E1,-2.615661621E-1,9.108673096E0,2.274780273E0,9.392069405E0
1.044600167E1,-2.569580078E-1,9.130767822E0,2.279510498E0,9.414516268E0
1.044847667E1,-2.551574707E-1,9.164001465E0,2.275329590E0,9.445694941E0
1.045100167E1,-2.556457520E-1,9.187377930E0,2.282135010E0,9.470026831E0
1.045347667E1,-2.704162598E-1,9.193847656E0,2.280944824E0,9.476427015E0
1.045595167E1,-2.796936035E-1,9.202239990E0,2.265808105E0,9.481209613E0
1.045842667E1,-2.921447754E-1,9.221862793E0,2.239776611E0,9.494456341E0
1.046095167E1,-3.116760254E-1,9.240295410E0,2.231567383E0,9.511051161E0
1.046342667E1,-2.897644043E-1,9.254913330E0,2.208831787E0,9.519260582E0
1.046590167E1,-2.956848145E-1,9.272674561E0,2.182739258E0,9.530701636E0
1.046837667E1,-2.909545898E-1,9.281066895E0,2.155242920E0,9.532467116E0
1.047085167E1,-2.907104492E-1,9.296142578E0,2.108642578E0,9.536726531E0
1.047332667E1,-2.783203125E-1,9.319061279E0,2.070800781E0,9.550423090E0
1.047580167E1,-2.723999023E-1,9.335479736E0,2.051483154E0,9.562110998E0
1.047832667E1,-2.461853027E-1,9.343841553E0,2.019805908E0,9.562823750E0
1.048080167E1,-2.234497070E-1,9.358154297E0,1.976959229E0,9.567306277E0
1.048327667E1,-2.136230469E-1,9.363372803E0,1.945526123E0,9.565743931E0
1.048575756E1,-1.703491211E-1,9.359008789E0,1.933959961E0,9.558256403E0
1.048823256E1,-1.304931641E-1,9.345397949E0,1.933441162E0,9.544196458E0
1.049070756E1,-8.911132812E-2,9.341827393E0,1.932647705E0,9.540063260E0
1.049318256E1,-6.643676758E-2,9.347137451E0,1.943725586E0,9.547327455E0
1.049570756E1,-2.011108398E-2,9.351928711E0,1.950439453E0,9.553176913E0
1.049818256E1,1.138305664E-2,9.349914551E0,1.966644287E0,9.554513145E0
1.050065756E1,5.932617188E-2,9.335052490E0,2.000122070E0,9.547104948E0
1.050315105E1,1.136169434E-1,9.336120605E0,2.029693604E0,9.554879010E0
1.050562605E1,1.428222656E-1,9.328338623E0,2.053131104E0,9.552677478E0
1.050810105E1,1.593933105E-1,9.328338623E0,2.071289062E0,9.556858588E0
1.051057605E1,1.897277832E-1,9.303161621E0,2.096710205E0,9.538396430E0
1.051310105E1,2.082824707E-1,9.274230957E0,2.120971680E0,9.515947788E0
1.051557605E1,2.119445801E-1,9.253173828E0,2.152252197E0,9.502543655E0
1.051805105E1,1.970520020E-1,9.238922119E0,2.185852051E0,9.496023410E0
1.052054449E1,1.642456055E-1,9.233184814E0,2.207641602E0,9.494859656E0
1.052301949E1,1.082153320E-1,9.222900391E0,2.246582031E0,9.493194036E0
1.052549449E1,5.847167969E-2,9.213195801E0,2.288543701E0,9.493357050E0
1.052796949E1,9.216308594E-3,9.206726074E0,2.323638916E0,9.495429835E0
1.053049449E1,-6.387329102E-2,9.208343506E0,2.360260010E0,9.506234651E0
1.053296949E1,-1.173706055E-1,9.222961426E0,2.396759033E0,9.530018215E0
1.053544449E1,-1.744689941E-1,9.226531982E0,2.436340332E0,9.544374577E0
1.053791949E1,-2.211608887E-1,9.222167969E0,2.470275879E0,9.549845920E0
1.054044449E1,-2.693481445E-1,9.228759766E0,2.502960205E0,9.565948203E0
1.054291949E1,-3.086242676E-1,9.249877930E0,2.523010254E0,9.592761406E0
1.054539449E1,-3.624267578E-1,9.267059326E0,2.528686523E0,9.612699790E0
1.054786949E1,-4.254455566E-1,9.294769287E0,2.534973145E0,9.643641888E0
1.055034449E1,-4.637451172E-1,9.317230225E0,2.535156250E0,9.667101727E0
1.055281949E1,-5.109863281E-1,9.348571777E0,2.517608643E0,9.695114985E0
1.055529449E1,-5.556335449E-1,9.361938477E0,2.478546143E0,9.700402654E0
1.055781949E1,-5.762329102E-1,9.394500732E0,2.430664062E0,9.720947287E0
1.056029449E1,-5.562438965E-1,9.441528320E0,2.387420654E0,9.754570297E0
1.056276949E1,-5.281677246E-1,9.461181641E0,2.344879150E0,9.761730247E0
1.056525209E1,-4.908752441E-1,9.492828369E0,2.320800781E0,9.784726119E0
1.056772709E1,-4.512329102E-1,9.501464844E0,2.288604736E0,9.783616762E0
1.057020209E1,-4.400634766E-1,9.517242432E0,2.240722656E0,9.787359061E0
1.057267709E1,-4.429931641E-1,9.492187500E0,2.174224854E0,9.748082898E0
1.057520209E1,-4.989624023E-1,9.447692871E0,2.092895508E0,9.689585939E0
1.057767709E1,-5.556945801E-1,9.417785645E0,2.023864746E0,9.648808809E0
1.058015209E1,-6.651611328E-1,9.384368896E0,1.975036621E0,9.612990615E0
1.058263443E1,-7.600402832E-1,9.373779297E0,1.962341309E0,9.607090244E0
1.058510943E1,-8.340148926E-1,9.341949463E0,1.964080811E0,9.582547367E0
1.058758443E1,-9.138183594E-1,9.330688477E0,1.992980957E0,9.584820527E0
1.059005943E1,-9.663085938E-1,9.310638428E0,2.082763672E0,9.589559153E0
1.059258443E1,-9.602050781E-1,9.292022705E0,2.184417725E0,9.593506165E0
1.059505943E1,-8.547973633E-1,9.309906006E0,2.308013916E0,9.629743330E0
1.059753443E1,-6.795349121E-1,9.241668701E0,2.431793213E0,9.580387587E0
1.060001772E1,-4.821472168E-1,9.157592773E0,2.547241211E0,9.517479137E0
1.060249272E1,-3.266906738E-1,9.097839355E0,2.653778076E0,9.482612816E0
1.060496772E1,-1.851196289E-1,9.064636230E0,2.745666504E0,9.473150681E0
1.060744272E1,-3.454589844E-2,9.025970459E0,2.822265625E0,9.456982574E0
1.060996772E1,1.159362793E-1,9.005920410E0,2.839050293E0,9.443529543E0
1.061244272E1,2.365417480E-1,8.995208740E0,2.850708008E0,9.439081969E0
1.061491772E1,3.141784668E-1,8.976989746E0,2.831573486E0,9.418219652E0
1.061740220E1,2.798767090E-1,9.033264160E0,2.779846191E0,9.455460708E0
1.061987720E1,2.308044434E-1,9.074615479E0,2.710418701E0,9.473557215E0
1.062235220E1,1.809387207E-1,9.095336914E0,2.611724854E0,9.464618276E0
1.062482720E1,1.188049316E-1,9.117004395E0,2.499786377E0,9.454248551E0
1.062735220E1,5.590820312E-2,9.129211426E0,2.398254395E0,9.439134024E0
1.062982720E1,-3.176879883E-2,9.139099121E0,2.320587158E0,9.429171054E0
1.063230220E1,-1.367187500E-1,9.152557373E0,2.260314941E0,9.428521736E0
1.063477720E1,-2.549133301E-1,9.193206787E0,2.236480713E0,9.464770352E0
1.063730220E1,-3.538513184E-1,9.194763184E0,2.249572754E0,9.472563451E0
1.063977720E1,-4.447326660E-1,9.201293945E0,2.275268555E0,9.488858962E0
1.064225220E1,-5.175781250E-1,9.210449219E0,2.292755127E0,9.505629279E0
1.064472720E1,-5.670166016E-1,9.207519531E0,2.330932617E0,9.514892044E0
1.064720220E1,-6.256103516E-1,9.211151123E0,2.364440918E0,9.530334421E0
1.064967720E1,-6.737365723E-1,9.216857910E0,2.398742676E0,9.547688575E0
1.065215220E1,-7.100524902E-1,9.231872559E0,2.437347412E0,9.574565676E0
1.065467720E1,-7.437744141E-1,9.232116699E0,2.479919434E0,9.588283450E0
1.065715220E1,-7.586059570E-1,9.246582031E0,2.509185791E0,9.610971626E0
1.065962720E1,-7.853088379E-1,9.278747559E0,2.540313721E0,9.652204931E0
1.066210246E1,-8.121032715E-1,9.302246094E0,2.583282471E0,9.688376667E0
1.066457746E1,-8.523864746E-1,9.336791992E0,2.612854004E0,9.732895430E0
1.066705246E1,-8.616638184E-1,9.369537354E0,2.647613525E0,9.774484750E0
1.066952746E1,-8.646545410E-1,9.406585693E0,2.679595947E0,9.818946803E0
1.067205246E1,-8.718566895E-1,9.426513672E0,2.716217041E0,9.848712053E0
1.067452746E1,-8.702392578E-1,9.463623047E0,2.747955322E0,9.892862882E0
1.067700246E1,-8.774719238E-1,9.515106201E0,2.795837402E0,9.956099125E0
1.067948756E1,-8.616027832E-1,9.541503906E0,2.837432861E0,9.991680609E0
1.068196256E1,-8.313903809E-1,9.560943604E0,2.860961914E0,1.001438743E1
1.068443756E1,-7.954711914E-1,9.579864502E0,2.889801025E0,1.003780495E1
1.068691256E1,-7.703857422E-1,9.602600098E0,2.919677734E0,1.006617807E1
1.068943756E1,-7.351379395E-1,9.613098145E0,2.945526123E0,1.008108168E1
1.069191256E1,-7.064208984E-1,9.648651123E0,2.971618652E0,1.012057392E1
1.069438756E1,-6.755371094E-1,9.658630371E0,2.989562988E0,1.013326097E1
1.069686855E1,-6.387023926E-1,9.673828125E0,2.995391846E0,1.014708153E1
1.069934355E1,-6.233825684E-1,9.693481445E0,2.991424561E0,1.016370057E1
1.070181855E1,-6.318969727E-1,9.717102051E0,2.989410400E0,1.018616417E1
1.070429355E1,-6.325988770E-1,9.717407227E0,2.971618652E0,1.018129176E1
1.070681855E1,-6.340332031E-1,9.707702637E0,2.919738770E0,1.015708438E1
1.070929355E1,-6.393127441E-1,9.694061279E0,2.857666016E0,1.012668751E1
1.071176855E1,-6.208801270E-1,9.655761719E0,2.777984619E0,1.006659948E1
1.071425214E1,-6.172180176E-1,9.608642578E0,2.709167480E0,1.000232766E1
1.071672714E1,-6.217041016E-1,9.539825439E0,2.626800537E0,9.914376756E0
1.071920214E1,-6.124877930E-1,9.468292236E0,2.542633057E0,9.822865266E0
